wh_id,container_id,priority,arrive_datetime,cut_datetime,pull_datetime,item_number,pick_quantity,wms_pick_location,print_zone,aisle_sequence,picking_flow_as_int,released_flag
AVP1,1078641710,0,2025-04-05 00:31:00,2025-04-07 18:00:00,2025-04-07 21:00:00,112295,1.0,01-13-A01,2,12,50072,0
AVP1,1078645071,0,2025-04-05 00:34:00,2025-04-07 18:00:00,2025-04-07 21:00:00,178169,1.0,55-13-A01,5,40,370529,0
AVP1,1078645071,0,2025-04-05 00:34:00,2025-04-07 18:00:00,2025-04-07 21:00:00,320527,1.0,48-19-A01,5,37,352862,0
AVP1,1078645071,0,2025-04-05 00:34:00,2025-04-07 18:00:00,2025-04-07 21:00:00,50345,1.0,58-18-A01,5,42,384930,0
AVP1,1078649387,0,2025-04-05 00:37:00,2025-04-07 18:00:00,2025-04-07 21:00:00,294107,1.0,49-19-A02,5,37,352865,0
AVP1,1078649387,0,2025-04-05 00:37:00,2025-04-07 18:00:00,2025-04-07 21:00:00,355979,1.0,44-23-A01,4,35,332770,0
AVP1,1078649387,0,2025-04-05 00:37:00,2025-04-07 18:00:00,2025-04-07 21:00:00,61079,1.0,44-43-C06,4,35,335063,0
AVP1,1078649988,100,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,152234,1.0,43-27-A02,4,34,322531,0
AVP1,1078649988,100,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,367107,1.0,15-36-A01,3,19,183404,0
AVP1,1078650051,100,2025-04-05 00:37:00,2025-04-07 19:30:00,2025-04-07 22:30:00,1257118,1.0,67-43-A02,5,46,425731,0
AVP1,1078650051,100,2025-04-05 00:37:00,2025-04-07 19:30:00,2025-04-07 22:30:00,53362,1.0,29-40-C01,4,26,245741,0
AVP1,1078652052,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,264914,1.0,64-38-A02,5,45,417153,0
AVP1,1078652052,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,537302,1.0,36-32-A01,4,30,280656,0
AVP1,1078652054,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,100118,1.0,17-44-A01,3,20,187269,0
AVP1,1078652054,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,202713,2.0,22-39-A01,3,23,221952,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,110173,1.0,32-19-C04,4,28,264006,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,114164,1.0,40-21-A01,4,32,304068,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,124573,1.0,93-49-B12,5,60,585602,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,159777,1.0,79-35-B02,5,52,525127,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,48486,1.0,39-16-A02,4,31,283765,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,62860,1.0,64-16-A01,5,45,415318,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,66590,1.0,58-27-A02,5,42,383563,0
AVP1,1078652082,0,2025-04-05 00:38:00,2025-04-07 18:00:00,2025-04-07 21:00:00,99882,1.0,55-45-A02,5,40,370230,0
AVP1,1078655849,100,2025-04-05 00:43:00,2025-04-07 23:00:00,2025-04-08 02:00:00,156395,1.0,01-48-A01,2,12,44050,0
AVP1,1078655849,100,2025-04-05 00:43:00,2025-04-07 23:00:00,2025-04-08 02:00:00,237018,1.0,18-46-A02,3,21,200421,0
AVP1,1078655849,100,2025-04-05 00:43:00,2025-04-07 23:00:00,2025-04-08 02:00:00,80485,1.0,09-37-A01,2,16,74071,0
AVP1,1078656905,0,2025-04-05 00:44:00,2025-04-07 18:00:00,2025-04-07 21:00:00,96054,3.0,97-23-C01,6,62,600334,0
AVP1,1078658267,0,2025-04-05 00:45:00,2025-04-07 18:00:00,2025-04-07 21:00:00,175377,1.0,108-42-C02,6,72,633019,0
AVP1,1078658267,0,2025-04-05 00:45:00,2025-04-07 18:00:00,2025-04-07 21:00:00,96086,1.0,99-27-C02,6,63,607231,0
AVP1,1078659721,0,2025-04-05 00:46:00,2025-04-07 15:00:00,2025-04-07 18:00:00,80384,1.0,62-32-C01,5,44,405226,0
AVP1,1078659865,0,2025-04-05 00:47:00,2025-04-07 15:00:00,2025-04-07 18:00:00,208183,1.0,51-14-A02,5,38,357127,0
AVP1,1078659865,0,2025-04-05 00:47:00,2025-04-07 15:00:00,2025-04-07 18:00:00,989446,1.0,41-29-C04,4,32,312741,0
AVP1,1078665122,0,2025-04-05 00:54:00,2025-04-07 23:00:00,2025-04-08 02:00:00,325996,1.0,82-40-B02,5,54,542329,0
AVP1,1078665122,0,2025-04-05 00:54:00,2025-04-07 23:00:00,2025-04-08 02:00:00,85700,1.0,48-32-A01,5,37,352952,0
AVP1,1078665162,0,2025-04-05 00:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,1709374,1.0,76-21-B01,5,51,520120,0
AVP1,1078665162,0,2025-04-05 00:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,233006,1.0,44-19-C05,4,35,332454,0
AVP1,1078665162,0,2025-04-05 00:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,264865,2.0,41-10-C01,4,32,311940,0
AVP1,1078665162,0,2025-04-05 00:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,367799,1.0,42-44-A02,4,34,320357,0
AVP1,1078666371,0,2025-04-05 00:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,165102,1.0,32-30-B03,4,28,263903,0
AVP1,1078666371,0,2025-04-05 00:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,166654,1.0,87-32-B21,5,57,557206,0
AVP1,1078666371,0,2025-04-05 00:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,227454,1.0,58-20-A01,5,42,384156,0
AVP1,1078670605,0,2025-04-05 00:57:00,2025-04-07 18:00:00,2025-04-07 21:00:00,150279,1.0,95-40-B03,6,61,592259,0
AVP1,1078670605,0,2025-04-05 00:57:00,2025-04-07 18:00:00,2025-04-07 21:00:00,368168,1.0,72-21-C01,5,49,506830,0
AVP1,1078670605,0,2025-04-05 00:57:00,2025-04-07 18:00:00,2025-04-07 21:00:00,793638,1.0,56-19-B01,5,41,375032,0
AVP1,1078670982,0,2025-04-05 00:58:00,2025-04-07 18:00:00,2025-04-07 21:00:00,118173,1.0,04-24-A02,2,14,64227,0
AVP1,1078670982,0,2025-04-05 00:58:00,2025-04-07 18:00:00,2025-04-07 21:00:00,202715,2.0,09-38-A01,2,16,74065,0
AVP1,1078670982,0,2025-04-05 00:58:00,2025-04-07 18:00:00,2025-04-07 21:00:00,49073,1.0,84-22-B02,5,56,550365,0
AVP1,1078672797,0,2025-04-05 00:58:00,2025-04-07 23:00:00,2025-04-08 02:00:00,252887,3.0,36-44-C04,4,30,280553,0
AVP1,1078674003,0,2025-04-05 00:59:00,2025-04-07 18:00:00,2025-04-07 21:00:00,1108662,1.0,03-32-C01,2,13,55850,0
AVP1,1078674003,0,2025-04-05 00:59:00,2025-04-07 18:00:00,2025-04-07 21:00:00,112295,2.0,01-13-A01,2,12,50072,0
AVP1,1078674003,0,2025-04-05 00:59:00,2025-04-07 18:00:00,2025-04-07 21:00:00,179540,1.0,S0-19-A01,1,1,2149,0
AVP1,1078674003,0,2025-04-05 00:59:00,2025-04-07 18:00:00,2025-04-07 21:00:00,75978,1.0,05-01-X03,2,14,66428,0
AVP1,1078674003,0,2025-04-05 00:59:00,2025-04-07 18:00:00,2025-04-07 21:00:00,526070,1.0,11-39-A01,3,17,172568,0
AVP1,1078675369,0,2025-04-05 01:02:00,2025-04-07 18:00:00,2025-04-07 21:00:00,367107,1.0,15-36-A01,3,19,183404,0
AVP1,1078675369,0,2025-04-05 01:02:00,2025-04-07 18:00:00,2025-04-07 21:00:00,610862,1.0,L-28-A01,2,12,46272,0
AVP1,1078675733,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,234546,1.0,23-08-A01,3,23,216203,0
AVP1,1078675831,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,1094182,1.0,F-35-A02,2,9,22671,0
AVP1,1078675831,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,156638,1.0,22-17-A01,3,23,216918,0
AVP1,1078675905,0,2025-04-05 01:03:00,2025-04-07 18:00:00,2025-04-07 21:00:00,1111782,1.0,K-35-C03,2,11,40562,0
AVP1,1078675905,0,2025-04-05 01:03:00,2025-04-07 18:00:00,2025-04-07 21:00:00,112295,1.0,01-13-A01,2,12,50072,0
AVP1,1078676323,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,114127,1.0,35-24-C03,4,29,272653,0
AVP1,1078676323,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,125861,1.0,30-38-A02,4,27,256850,0
AVP1,1078676323,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,86899,10.0,26-44-A01,4,25,243807,0
AVP1,1078676323,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,794862,1.0,35-40-A02,4,29,272807,0
AVP1,1078677383,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,49177,1.0,66-10-A01,5,46,490954,0
AVP1,1078677383,0,2025-04-05 01:03:00,2025-04-07 15:00:00,2025-04-07 18:00:00,304970,1.0,60-21-A02,5,43,393706,0
AVP1,1078677715,0,2025-04-05 01:05:00,2025-04-07 15:00:00,2025-04-07 18:00:00,970462,1.0,02-12-A01,2,13,53530,0
AVP1,1078677715,0,2025-04-05 01:05:00,2025-04-07 15:00:00,2025-04-07 18:00:00,992294,1.0,06-35-A02,2,15,73057,0
AVP1,1078677715,0,2025-04-05 01:05:00,2025-04-07 15:00:00,2025-04-07 18:00:00,93653,1.0,01-01-X03,2,12,50726,0
AVP1,1078677732,0,2025-04-05 01:05:00,2025-04-07 18:00:00,2025-04-07 21:00:00,112295,1.0,01-13-A01,2,12,50072,0
AVP1,1078677732,0,2025-04-05 01:05:00,2025-04-07 18:00:00,2025-04-07 21:00:00,172471,1.0,09-44-A01,2,16,74023,0
AVP1,1078677732,0,2025-04-05 01:05:00,2025-04-07 18:00:00,2025-04-07 21:00:00,259130,1.0,L-21-A01,2,12,46864,0
AVP1,1078681524,0,2025-04-05 01:06:00,2025-04-07 18:00:00,2025-04-07 21:00:00,158565,1.0,79-14-A02,5,52,525530,0
AVP1,1078681524,0,2025-04-05 01:06:00,2025-04-07 18:00:00,2025-04-07 21:00:00,915774,1.0,90-33-A01,5,59,575068,0
AVP1,1078681524,0,2025-04-05 01:06:00,2025-04-07 18:00:00,2025-04-07 21:00:00,915726,1.0,89-44-B03,5,58,567134,0
AVP1,1078681524,0,2025-04-05 01:06:00,2025-04-07 18:00:00,2025-04-07 21:00:00,964294,1.0,85-18-C07,5,56,547457,0
AVP1,1078682126,0,2025-04-05 01:07:00,2025-04-07 18:00:00,2025-04-07 21:00:00,150277,1.0,39-11-A01,4,31,283753,0
AVP1,1078684381,0,2025-04-05 01:03:00,2025-04-07 18:00:00,2025-04-07 21:00:00,47420,1.0,J-02-A01,2,11,35458,0
AVP1,1078684381,0,2025-04-05 01:03:00,2025-04-07 18:00:00,2025-04-07 21:00:00,47422,1.0,12-17-A01,3,18,176628,0
AVP1,1078684955,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,1363758,1.0,91-38-B07,5,59,575002,0
AVP1,1078684955,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,200061,1.0,32-21-C04,4,28,263965,0
AVP1,1078684955,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,48946,1.0,42-17-A01,4,34,323330,0
AVP1,1078685217,0,2025-04-05 01:11:00,2025-04-07 19:30:00,2025-04-07 22:30:00,264914,1.0,64-38-A02,5,45,417153,0
AVP1,1078685217,0,2025-04-05 01:11:00,2025-04-07 19:30:00,2025-04-07 22:30:00,352989,1.0,47-13-A02,4,36,345733,0
AVP1,1078685217,0,2025-04-05 01:11:00,2025-04-07 19:30:00,2025-04-07 22:30:00,519518,1.0,43-49-C07,4,34,320022,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,137380,1.0,107-33-C03,6,71,632564,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,150483,2.0,75-14-A02,5,50,513700,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,218298,1.0,32-43-A02,4,28,263766,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,242161,1.0,61-46-A01,5,43,396436,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,50689,1.0,39-29-A01,4,31,283903,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,57963,1.0,57-45-A01,5,41,375160,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,682078,3.0,29-42-C02,4,26,245732,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,864142,2.0,99-45-A01,6,63,606866,0
AVP1,1078685328,0,2025-04-05 01:11:00,2025-04-07 15:00:00,2025-04-07 18:00:00,137369,1.0,56-21-C04,5,41,375036,0
AVP1,1078691163,0,2025-04-05 01:16:00,2025-04-07 18:00:00,2025-04-07 21:00:00,259579,3.0,48-36-A02,5,37,352969,0
AVP1,1078691256,0,2025-04-05 01:16:00,2025-04-07 15:00:00,2025-04-07 18:00:00,233899,1.0,100-47-C02,6,64,617239,0
AVP1,1078691256,0,2025-04-05 01:16:00,2025-04-07 15:00:00,2025-04-07 18:00:00,233913,1.0,68-42-A02,5,47,496133,0
AVP1,1078692507,0,2025-04-05 01:11:00,2025-04-07 23:00:00,2025-04-08 02:00:00,1368918,1.0,H-34-A01,2,10,27420,0
AVP1,1078692507,0,2025-04-05 01:11:00,2025-04-07 23:00:00,2025-04-08 02:00:00,106575,1.0,18-14-A01,3,21,195230,0
AVP1,1078692507,0,2025-04-05 01:11:00,2025-04-07 23:00:00,2025-04-08 02:00:00,93439,1.0,01-28-A02,2,12,46329,0
AVP1,1078693794,100,2025-04-05 01:20:00,2025-04-07 18:00:00,2025-04-07 21:00:00,69797,1.0,36-42-A01,4,30,280562,0
AVP1,1078693794,100,2025-04-05 01:20:00,2025-04-07 18:00:00,2025-04-07 21:00:00,90938,1.0,73-10-A02,5,49,506733,0
AVP1,1078693807,0,2025-04-05 01:20:00,2025-04-07 19:30:00,2025-04-07 22:30:00,221102,1.0,62-47-C07,5,44,403352,0
AVP1,1078693807,0,2025-04-05 01:20:00,2025-04-07 19:30:00,2025-04-07 22:30:00,266677,2.0,87-39-C03,5,57,557061,0
AVP1,1078693807,0,2025-04-05 01:20:00,2025-04-07 19:30:00,2025-04-07 22:30:00,856622,1.0,44-48-C04,4,35,335471,0
AVP1,1078695130,0,2025-04-05 01:24:00,2025-04-07 18:00:00,2025-04-07 21:00:00,135306,1.0,F-01-A02,2,9,20517,0
AVP1,1078695130,0,2025-04-05 01:24:00,2025-04-07 18:00:00,2025-04-07 21:00:00,161458,1.0,15-23-A02,3,19,183269,0
AVP1,1078697864,0,2025-04-05 01:25:00,2025-04-07 18:00:00,2025-04-07 21:00:00,161458,1.0,15-23-A02,3,19,183269,0
AVP1,1078697864,0,2025-04-05 01:25:00,2025-04-07 18:00:00,2025-04-07 21:00:00,61519,1.0,36-47-C03,4,30,280530,0
AVP1,1078710687,0,2025-04-05 01:35:00,2025-04-07 15:00:00,2025-04-07 18:00:00,847814,2.0,68-07-A01,5,47,495909,0
AVP1,1078710716,0,2025-04-05 01:35:00,2025-04-07 19:30:00,2025-04-07 22:30:00,259580,1.0,34-27-A02,4,29,272665,0
AVP1,1078710716,0,2025-04-05 01:35:00,2025-04-07 19:30:00,2025-04-07 22:30:00,260879,2.0,34-22-B01,4,29,272631,0
AVP1,1078710716,0,2025-04-05 01:35:00,2025-04-07 19:30:00,2025-04-07 22:30:00,267891,1.0,37-38-A01,4,30,280617,0
AVP1,1078711642,0,2025-04-05 01:36:00,2025-04-07 19:30:00,2025-04-07 22:30:00,48907,1.0,51-48-A01,5,38,356909,0
AVP1,1078711642,0,2025-04-05 01:36:00,2025-04-07 19:30:00,2025-04-07 22:30:00,794862,1.0,35-40-A02,4,29,272807,0
AVP1,1078715176,0,2025-04-05 01:42:00,2025-04-07 15:00:00,2025-04-07 18:00:00,49085,1.0,43-39-A01,4,34,320828,0
AVP1,1078733699,0,2025-04-05 02:01:00,2025-04-07 15:00:00,2025-04-07 18:00:00,104397,1.0,61-41-A01,5,43,396024,0
AVP1,1078733699,0,2025-04-05 02:01:00,2025-04-07 15:00:00,2025-04-07 18:00:00,115193,1.0,84-49-C05,5,56,552872,0
AVP1,1078733699,0,2025-04-05 02:01:00,2025-04-07 15:00:00,2025-04-07 18:00:00,157516,1.0,45-42-A02,4,35,335025,0
AVP1,1078733699,0,2025-04-05 02:01:00,2025-04-07 15:00:00,2025-04-07 18:00:00,355974,2.0,35-08-C02,4,29,272517,0
AVP1,1078733699,0,2025-04-05 02:01:00,2025-04-07 15:00:00,2025-04-07 18:00:00,70599,1.0,81-48-C10,5,53,535469,0
AVP1,1078733699,0,2025-04-05 02:01:00,2025-04-07 15:00:00,2025-04-07 18:00:00,711262,1.0,25-16-A01,4,24,232720,0
AVP1,1078733699,0,2025-04-05 02:01:00,2025-04-07 15:00:00,2025-04-07 18:00:00,86868,1.0,29-22-A01,4,26,245857,0
AVP1,1078740348,0,2025-04-05 02:06:00,2025-04-07 18:00:00,2025-04-07 21:00:00,114333,1.0,41-23-A01,4,32,312472,0
AVP1,1078740348,0,2025-04-05 02:06:00,2025-04-07 18:00:00,2025-04-07 21:00:00,131618,1.0,36-46-A02,4,30,280535,0
AVP1,1078740348,0,2025-04-05 02:06:00,2025-04-07 18:00:00,2025-04-07 21:00:00,67458,1.0,37-14-A01,4,30,280837,0
AVP1,1078742187,0,2025-04-05 02:07:00,2025-04-07 18:00:00,2025-04-07 21:00:00,175458,1.0,72-47-C01,5,49,507060,0
AVP1,1078742187,0,2025-04-05 02:07:00,2025-04-07 18:00:00,2025-04-07 21:00:00,139309,1.0,L-48-A02,2,12,44017,0
AVP1,1078742187,0,2025-04-05 02:07:00,2025-04-07 18:00:00,2025-04-07 21:00:00,165968,1.0,34-40-A02,4,29,272805,0
AVP1,1078742187,0,2025-04-05 02:07:00,2025-04-07 18:00:00,2025-04-07 21:00:00,81331,2.0,21-41-C03,3,22,205973,0
AVP1,1078742187,0,2025-04-05 02:07:00,2025-04-07 18:00:00,2025-04-07 21:00:00,986830,1.0,13-10-A02,3,18,176663,0
AVP1,1078745987,0,2025-04-05 02:10:00,2025-04-07 15:00:00,2025-04-07 18:00:00,95994,1.0,69-45-A01,5,47,496152,0
AVP1,1078749907,0,2025-04-05 02:14:00,2025-04-07 19:30:00,2025-04-07 22:30:00,373166,1.0,100-38-B06,6,64,616630,0
AVP1,1078752452,0,2025-04-05 02:16:00,2025-04-07 18:00:00,2025-04-07 21:00:00,166017,1.0,56-39-A01,5,41,375128,0
AVP1,1078752452,0,2025-04-05 02:16:00,2025-04-07 18:00:00,2025-04-07 21:00:00,169604,1.0,55-47-B04,5,40,370220,0
AVP1,1078752452,0,2025-04-05 02:16:00,2025-04-07 18:00:00,2025-04-07 21:00:00,86458,1.0,53-37-A01,5,39,363840,0
AVP1,1078752452,0,2025-04-05 02:16:00,2025-04-07 18:00:00,2025-04-07 21:00:00,86492,1.0,49-26-A02,5,37,352925,0
AVP1,1078756726,0,2025-04-05 02:23:00,2025-04-07 18:00:00,2025-04-07 21:00:00,216282,2.0,76-10-A02,5,51,520025,0
AVP1,1078756726,0,2025-04-05 02:23:00,2025-04-07 18:00:00,2025-04-07 21:00:00,216284,3.0,96-22-A02,6,62,600306,0
AVP1,1078756726,0,2025-04-05 02:23:00,2025-04-07 18:00:00,2025-04-07 21:00:00,770606,1.0,76-41-A01,5,51,520303,0
AVP1,1078758221,0,2025-04-05 02:24:00,2025-04-07 18:00:00,2025-04-07 21:00:00,215047,1.0,25-46-A01,4,24,227003,0
AVP1,1078758221,0,2025-04-05 02:24:00,2025-04-07 18:00:00,2025-04-07 21:00:00,794862,1.0,35-40-A02,4,29,272807,0
AVP1,1078762032,0,2025-04-05 02:26:00,2025-04-07 15:00:00,2025-04-07 18:00:00,114179,1.0,20-06-C03,3,22,212123,0
AVP1,1078762032,0,2025-04-05 02:26:00,2025-04-07 15:00:00,2025-04-07 18:00:00,214687,1.0,02-20-C03,2,13,54209,0
AVP1,1078762032,0,2025-04-05 02:26:00,2025-04-07 15:00:00,2025-04-07 18:00:00,332505,1.0,15-43-A02,3,19,183453,0
AVP1,1078762032,0,2025-04-05 02:26:00,2025-04-07 15:00:00,2025-04-07 18:00:00,75342,1.0,H-05-A03,2,10,33009,0
AVP1,1078767071,100,2025-04-05 02:27:00,2025-04-07 18:00:00,2025-04-07 21:00:00,50845,2.0,46-36-A02,4,36,343157,0
AVP1,1078767071,100,2025-04-05 02:27:00,2025-04-07 18:00:00,2025-04-07 21:00:00,90938,4.0,73-10-A02,5,49,506733,0
AVP1,1078778959,0,2025-04-05 02:44:00,2025-04-07 13:00:00,2025-04-07 16:00:00,227472,1.0,65-37-A01,5,45,417120,0
AVP1,1078778959,0,2025-04-05 02:44:00,2025-04-07 13:00:00,2025-04-07 16:00:00,355965,2.0,33-19-B01,4,28,264009,0
AVP1,1078778959,0,2025-04-05 02:44:00,2025-04-07 13:00:00,2025-04-07 16:00:00,94053,1.0,40-26-A01,4,32,303862,0
AVP1,1078778959,0,2025-04-05 02:44:00,2025-04-07 13:00:00,2025-04-07 16:00:00,99870,1.0,74-10-A02,5,50,513721,0
AVP1,1078779933,0,2025-04-05 02:45:00,2025-04-07 15:00:00,2025-04-07 18:00:00,106290,1.0,96-26-C04,6,62,600408,0
AVP1,1078779933,0,2025-04-05 02:45:00,2025-04-07 15:00:00,2025-04-07 18:00:00,286437,2.0,08-34-B01,2,16,74119,0
AVP1,1078779975,0,2025-04-05 02:45:00,2025-04-07 18:00:00,2025-04-07 21:00:00,211124,1.0,101-39-B05,6,64,616730,0
AVP1,1078779975,0,2025-04-05 02:45:00,2025-04-07 18:00:00,2025-04-07 21:00:00,214422,1.0,107-35-A02,6,71,632556,0
AVP1,1078779975,0,2025-04-05 02:45:00,2025-04-07 18:00:00,2025-04-07 21:00:00,65072,1.0,66-38-A01,5,46,426118,0
AVP1,1078781510,0,2025-04-05 02:46:00,2025-04-07 19:30:00,2025-04-07 22:30:00,79448,2.0,36-08-A01,4,30,280870,0
AVP1,1078781520,0,2025-04-05 02:46:00,2025-04-07 15:00:00,2025-04-07 18:00:00,647302,1.0,54-46-C02,5,40,370224,0
AVP1,1078781586,0,2025-04-05 02:46:00,2025-04-07 19:30:00,2025-04-07 22:30:00,124882,1.0,12-16-A01,3,18,176632,0
AVP1,1078781586,0,2025-04-05 02:46:00,2025-04-07 19:30:00,2025-04-07 22:30:00,367107,1.0,15-36-A01,3,19,183404,0
AVP1,1078782316,0,2025-04-05 02:46:00,2025-04-07 15:00:00,2025-04-07 18:00:00,149517,2.0,72-32-A01,5,49,506931,0
AVP1,1078782457,0,2025-04-05 02:47:00,2025-04-07 15:00:00,2025-04-07 18:00:00,1103854,2.0,91-33-C02,5,59,575102,0
AVP1,1078782457,0,2025-04-05 02:47:00,2025-04-07 15:00:00,2025-04-07 18:00:00,368285,1.0,92-27-B02,5,60,583242,0
AVP1,1078790492,0,2025-04-05 02:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,112295,1.0,01-13-A01,2,12,50072,0
AVP1,1078790492,0,2025-04-05 02:54:00,2025-04-07 15:00:00,2025-04-07 18:00:00,883446,1.0,01-46-A01,2,12,44224,0
AVP1,1078790605,0,2025-04-05 02:54:00,2025-04-07 18:00:00,2025-04-07 21:00:00,352535,3.0,71-09-A01,5,48,502862,0
AVP1,1078790623,0,2025-04-05 02:55:00,2025-04-07 18:00:00,2025-04-07 21:00:00,181080,1.0,98-29-A01,6,63,607166,0
AVP1,1078790623,0,2025-04-05 02:55:00,2025-04-07 18:00:00,2025-04-07 21:00:00,232600,1.0,104-39-C07,6,70,630374,0
AVP1,1078790623,0,2025-04-05 02:55:00,2025-04-07 18:00:00,2025-04-07 21:00:00,244700,2.0,95-47-C01,6,61,592134,0
AVP1,1078790623,0,2025-04-05 02:55:00,2025-04-07 18:00:00,2025-04-07 21:00:00,95188,1.0,102-30-B06,6,65,625149,0
AVP1,1078790642,0,2025-04-05 02:55:00,2025-04-07 15:00:00,2025-04-07 18:00:00,149732,1.0,107-38-C02,6,71,632539,0
AVP1,1078790642,0,2025-04-05 02:55:00,2025-04-07 15:00:00,2025-04-07 18:00:00,367107,1.0,15-36-A01,3,19,183404,0
